cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn,previsao_churn,probabilidade
CLI02378,68.0,56.0,Básico,19.9,95,74,7.0,4.2,Débito,Desktop,1,Vai continuar,0.2
CLI02379,46.0,23.0,PREMIUM,39.9,30,118,5.0,4.4,Débito,Mobile,0,Vai continuar,0.2
CLI02380,21.0,10.0,Básico,19.9,78,17,8.0,0.2,Credito,Desktop,0,Vai cancelar,0.6
CLI02381,72.0,60.0,basico,19.9,56,115,5.0,4.7,Credito,Desktop,0,Vai continuar,0.2
CLI02382,57.0,36.0,basico,19.9,5,27,0.0,2.2,Boleto,tv,1,Vai cancelar,0.6
CLI02383,75.0,6.0,PREMIUM,39.9,58,92,0.0,0.6,Débito,Desktop,1,Vai cancelar,0.6
CLI02384,41.0,7.0,Padrão,29.9,43,104,9.0,3.4,Débito,Tablet,0,Vai continuar,0.2
CLI02385,43.0,18.0,PREMIUM,39.9,97,108,0.0,1.7,Credito,tv,0,Vai cancelar,0.6
CLI02386,50.0,3.0,basico,19.9,97,182,0.0,1.0,PIX,Mobile,1,Vai cancelar,0.9
CLI02387,32.0,9.0,Básico,19.9,68,141,8.0,1.3,Débito,TV,1,Vai cancelar,0.6
CLI02388,29.0,16.0,Padrão,29.9,41,95,7.0,3.1,Cartão de Crédito,TV,0,Vai continuar,0.2
CLI02389,60.0,34.0,basico,19.9,5,129,5.0,0.7,Credito,Desktop,1,Vai cancelar,0.6
CLI02390,38.0,47.0,Premium,39.9,6,174,7.0,1.7,Débito,mobile,1,Vai cancelar,0.6
CLI02391,18.0,35.0,Padrão,29.9,35,188,3.0,3.0,Débito,Mobile,0,Vai continuar,0.2
CLI02392,69.0,2.0,Padrão,29.9,34,145,7.0,4.3,Cartão de Crédito,tv,1,Vai continuar,0.5
CLI02393,34.0,20.0,Básico,19.9,44,134,8.0,3.2,,Desktop,0,Vai continuar,0.2
CLI02394,49.0,38.0,Padrão,29.9,61,25,7.0,2.6,Credito,Tablet,0,Vai cancelar,0.6
CLI02395,37.0,13.0,Padrão,29.9,25,96,1.0,4.8,Boleto,tv,0,Vai continuar,0.2
CLI02396,70.0,39.0,Básico,19.9,78,134,9.0,0.8,Débito,mobile,1,Vai cancelar,0.6
CLI02397,48.0,14.0,Premium,39.9,77,65,5.0,4.2,PIX,mobile,0,Vai continuar,0.2
CLI02398,30.0,49.0,basico,19.9,7,102,5.0,0.5,Cartão de Crédito,mobile,1,Vai cancelar,0.6
CLI02399,41.0,4.0,Premium,39.9,8,82,4.0,3.4,,mobile,1,Vai continuar,0.5
CLI02400,77.0,59.0,Premium,39.9,92,156,4.0,1.4,Credito,TV,0,Vai cancelar,0.6
CLI02401,47.0,33.0,Premium,39.9,46,164,9.0,0.8,Débito,mobile,1,Vai cancelar,0.6
CLI02402,62.0,22.0,PREMIUM,39.9,46,139,6.0,3.2,Credito,Mobile,0,Vai continuar,0.2
CLI02403,54.0,9.0,basico,19.9,62,114,2.0,4.6,Cartão de Crédito,Desktop,0,Vai continuar,0.2
CLI02404,,36.0,Premium,39.9,7,106,9.0,2.4,Boleto,Desktop,1,Vai cancelar,0.6
CLI02405,57.0,54.0,basico,19.9,38,72,0.0,4.4,,Tablet,0,Vai continuar,0.2
CLI02406,67.0,24.0,basico,19.9,52,44,7.0,3.6,Cartão de Crédito,mobile,1,Vai continuar,0.2
CLI02407,23.0,35.0,PREMIUM,39.9,39,59,7.0,1.0,Cartão de Crédito,Desktop,1,Vai cancelar,0.6
CLI02408,76.0,22.0,basico,19.9,43,119,3.0,2.6,Débito,Tablet,0,Vai cancelar,0.6
CLI02409,26.0,31.0,Premium,39.9,58,151,5.0,0.3,Débito,Tablet,1,Vai cancelar,0.6
CLI02410,68.0,32.0,basico,19.9,86,119,3.0,0.8,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI02411,48.0,6.0,Básico,19.9,70,50,9.0,0.8,Boleto,TV,0,Vai cancelar,0.6
CLI02412,58.0,,Padrão,29.9,45,152,9.0,3.6,Credito,mobile,0,Vai continuar,0.2
CLI02413,52.0,34.0,PREMIUM,39.9,6,116,8.0,4.6,Débito,Mobile,1,Vai continuar,0.2
CLI02414,20.0,31.0,PREMIUM,39.9,18,186,3.0,0.4,Boleto,tv,1,Vai cancelar,0.6
CLI02415,21.0,55.0,PREMIUM,39.9,13,40,1.0,3.1,Boleto,Tablet,0,Vai continuar,0.2
CLI02416,49.0,37.0,Básico,19.9,58,31,1.0,1.8,Cartão de Crédito,Mobile,0,Vai cancelar,0.6
CLI02417,72.0,23.0,PREMIUM,39.9,85,115,8.0,2.1,Boleto,Mobile,1,Vai cancelar,0.6
CLI02418,63.0,55.0,Premium,39.9,60,144,8.0,5.0,PIX,Tablet,0,Vai continuar,0.2
CLI02419,22.0,34.0,Padrão,29.9,67,102,5.0,2.0,Débito,Tablet,1,Vai cancelar,0.6
CLI02420,70.0,6.0,Básico,19.9,12,161,4.0,0.8,PIX,Mobile,1,Vai cancelar,0.6
CLI02421,38.0,13.0,PREMIUM,39.9,94,59,3.0,0.8,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI02422,63.0,42.0,basico,19.9,78,136,9.0,0.4,Débito,Desktop,0,Vai cancelar,0.6
CLI02423,43.0,54.0,PREMIUM,39.9,25,119,8.0,4.2,,Desktop,0,Vai continuar,0.2
CLI02424,77.0,49.0,basico,19.9,42,106,6.0,3.3,Cartão de Crédito,Tablet,0,Vai continuar,0.2
CLI02425,72.0,58.0,basico,19.9,44,66,5.0,3.0,Cartão de Crédito,Mobile,1,Vai continuar,0.2
CLI02426,26.0,38.0,Premium,39.9,80,152,1.0,1.2,Credito,mobile,0,Vai cancelar,0.6
CLI02427,69.0,19.0,PREMIUM,39.9,74,144,7.0,1.2,,Mobile,0,Vai cancelar,0.6
CLI02428,62.0,10.0,basico,19.9,38,11,5.0,2.9,Boleto,Mobile,0,Vai cancelar,0.6
CLI02429,28.0,15.0,Básico,19.9,42,29,9.0,2.2,PIX,Desktop,0,Vai cancelar,0.6
CLI02430,22.0,12.0,Padrão,29.9,97,68,7.0,2.1,,tv,1,Vai cancelar,0.6
CLI02431,52.0,28.0,Padrão,29.9,24,66,7.0,1.8,Débito,TV,1,Vai cancelar,0.6
CLI02432,69.0,5.0,Básico,19.9,14,59,5.0,4.9,,tv,1,Vai continuar,0.5
CLI02433,59.0,40.0,PREMIUM,39.9,95,118,7.0,2.4,Débito,Desktop,0,Vai cancelar,0.6
CLI02434,45.0,40.0,basico,19.9,97,114,5.0,1.5,,tv,0,Vai cancelar,0.6
CLI02435,,,PREMIUM,39.9,50,171,4.0,4.1,Boleto,mobile,0,Vai continuar,0.2
CLI02436,64.0,32.0,Padrão,29.9,68,65,4.0,1.6,Débito,Desktop,1,Vai cancelar,0.6
CLI02437,62.0,34.0,Premium,39.9,65,105,2.0,2.8,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI02438,38.0,53.0,PREMIUM,39.9,43,91,4.0,4.6,Débito,Desktop,0,Vai continuar,0.2
CLI02439,42.0,5.0,Básico,19.9,1,161,2.0,1.4,Boleto,Tablet,1,Vai cancelar,0.9
CLI02440,45.0,50.0,Básico,19.9,6,117,8.0,4.5,Credito,Desktop,1,Vai continuar,0.2
CLI02441,60.0,54.0,Padrão,29.9,37,16,5.0,3.3,Cartão de Crédito,Mobile,0,Vai continuar,0.2
CLI02442,48.0,59.0,PREMIUM,39.9,72,20,4.0,3.7,,Mobile,0,Vai continuar,0.2
CLI02443,39.0,56.0,Básico,19.9,20,21,3.0,4.5,Boleto,Desktop,0,Vai continuar,0.2
CLI02444,53.0,46.0,Básico,19.9,27,68,4.0,1.0,Cartão de Crédito,Mobile,0,Vai cancelar,0.6
CLI02445,44.0,47.0,Premium,39.9,88,18,1.0,4.1,Débito,Tablet,1,Vai continuar,0.2
CLI02446,67.0,17.0,Básico,19.9,68,30,1.0,0.9,Credito,tv,1,Vai cancelar,0.6
CLI02447,65.0,47.0,Padrão,29.9,53,59,0.0,0.7,PIX,TV,1,Vai cancelar,0.6
CLI02448,,,PREMIUM,39.9,84,73,,3.6,Credito,Tablet,0,Vai continuar,0.2
CLI02449,64.0,29.0,basico,19.9,28,20,0.0,4.1,Débito,Mobile,0,Vai continuar,0.2
CLI02450,46.0,49.0,Básico,19.9,67,123,4.0,0.1,Credito,Desktop,0,Vai cancelar,0.6
CLI02451,69.0,12.0,basico,19.9,76,104,6.0,4.5,Cartão de Crédito,Tablet,0,Vai continuar,0.2
CLI02452,39.0,60.0,Básico,19.9,77,155,1.0,0.7,PIX,Mobile,0,Vai cancelar,0.6
CLI02453,62.0,26.0,Padrão,29.9,36,99,3.0,2.0,Boleto,tv,0,Vai cancelar,0.6
CLI02454,66.0,33.0,basico,19.9,74,111,4.0,3.6,,Desktop,1,Vai continuar,0.2
CLI02455,58.0,3.0,PREMIUM,39.9,56,38,1.0,1.4,Credito,Mobile,1,Vai cancelar,0.9
CLI02456,72.0,41.0,Básico,19.9,30,104,3.0,1.8,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI02457,27.0,36.0,PREMIUM,39.9,27,57,1.0,0.3,Boleto,tv,0,Vai cancelar,0.6
CLI02458,22.0,55.0,basico,19.9,2,17,0.0,2.8,Credito,mobile,0,Vai cancelar,0.6
CLI02459,59.0,51.0,Premium,39.9,32,84,5.0,2.4,Cartão de Crédito,tv,1,Vai cancelar,0.6
CLI02460,34.0,47.0,basico,19.9,99,171,4.0,0.0,Cartão de Crédito,Desktop,1,Vai cancelar,0.6
CLI02461,28.0,41.0,Básico,19.9,97,125,3.0,2.3,,Desktop,0,Vai cancelar,0.6
CLI02462,35.0,24.0,Padrão,29.9,52,103,9.0,4.9,,Tablet,0,Vai continuar,0.2
CLI02463,57.0,7.0,Básico,19.9,0,181,9.0,2.5,,mobile,0,Vai cancelar,0.6
CLI02464,33.0,27.0,Premium,39.9,59,74,6.0,0.4,PIX,Desktop,0,Vai cancelar,0.6
CLI02465,30.0,4.0,Básico,19.9,83,49,2.0,4.4,PIX,mobile,0,Vai continuar,0.5
CLI02466,62.0,16.0,basico,19.9,80,57,0.0,3.7,Credito,Tablet,1,Vai continuar,0.2
CLI02467,29.0,41.0,Premium,39.9,73,141,2.0,3.2,Boleto,tv,0,Vai continuar,0.2
CLI02468,35.0,53.0,basico,19.9,92,33,7.0,4.6,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI02469,23.0,33.0,Padrão,29.9,84,88,4.0,0.8,Credito,Desktop,0,Vai cancelar,0.6
CLI02470,72.0,11.0,basico,19.9,37,123,5.0,3.6,,Desktop,1,Vai continuar,0.2
CLI02471,20.0,43.0,basico,19.9,56,83,2.0,0.5,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI02472,65.0,47.0,Padrão,29.9,4,44,9.0,3.0,Credito,mobile,1,Vai continuar,0.2
CLI02473,55.0,,PREMIUM,39.9,22,160,3.0,0.8,Credito,mobile,1,Vai cancelar,0.6
CLI02474,34.0,54.0,Padrão,29.9,68,161,9.0,5.0,,Mobile,0,Vai continuar,0.2
CLI02475,49.0,24.0,Premium,39.9,55,139,0.0,0.9,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI02476,51.0,60.0,PREMIUM,39.9,49,23,0.0,2.6,Cartão de Crédito,tv,1,Vai cancelar,0.6
CLI02477,49.0,5.0,PREMIUM,39.9,94,88,1.0,1.3,Credito,tv,1,Vai cancelar,0.9
CLI02478,56.0,48.0,Premium,39.9,77,30,6.0,0.1,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI02479,36.0,46.0,PREMIUM,39.9,54,124,5.0,2.5,Credito,Mobile,1,Vai cancelar,0.6
CLI02480,65.0,30.0,basico,19.9,59,59,2.0,1.2,PIX,Mobile,0,Vai cancelar,0.6
CLI02481,70.0,15.0,basico,19.9,13,21,9.0,1.7,Credito,tv,1,Vai cancelar,0.6
CLI02482,32.0,22.0,Premium,39.9,46,47,3.0,1.4,,Mobile,0,Vai cancelar,0.6
CLI02483,67.0,49.0,Premium,39.9,41,64,2.0,1.0,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI02484,42.0,17.0,Padrão,29.9,15,181,7.0,1.4,PIX,TV,1,Vai cancelar,0.6
CLI02485,19.0,10.0,Premium,39.9,91,112,8.0,3.2,Cartão de Crédito,Desktop,1,Vai continuar,0.2
CLI02486,23.0,3.0,Premium,39.9,16,130,0.0,1.3,,tv,1,Vai cancelar,0.9
CLI02487,24.0,46.0,basico,19.9,88,160,0.0,0.8,,mobile,0,Vai cancelar,0.6
CLI02488,75.0,57.0,Básico,19.9,1,61,6.0,1.3,Débito,Desktop,1,Vai cancelar,0.6
CLI02489,41.0,11.0,Básico,19.9,7,60,7.0,4.7,PIX,tv,1,Vai continuar,0.2
CLI02490,18.0,5.0,Padrão,29.9,98,45,5.0,1.9,,tv,0,Vai cancelar,0.9
CLI02491,23.0,8.0,PREMIUM,39.9,10,149,2.0,1.0,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI02492,62.0,41.0,Premium,39.9,40,164,4.0,3.0,Credito,tv,0,Vai continuar,0.2
CLI02493,61.0,8.0,Premium,39.9,4,165,5.0,4.8,Débito,tv,1,Vai continuar,0.2
CLI02494,29.0,55.0,basico,19.9,70,30,3.0,0.4,Débito,TV,0,Vai cancelar,0.6
CLI02495,31.0,16.0,Básico,19.9,16,152,1.0,4.3,Credito,mobile,1,Vai continuar,0.2
CLI02496,61.0,58.0,Padrão,29.9,82,157,2.0,3.4,Credito,Desktop,0,Vai continuar,0.2
CLI02497,52.0,31.0,PREMIUM,39.9,34,174,4.0,3.4,PIX,Desktop,0,Vai continuar,0.2
CLI02498,59.0,52.0,Padrão,29.9,11,143,0.0,4.6,Débito,TV,0,Vai continuar,0.2
CLI02499,21.0,56.0,basico,19.9,50,93,9.0,2.8,Credito,Mobile,1,Vai cancelar,0.6
CLI02500,43.0,48.0,Premium,39.9,54,71,0.0,0.6,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI02501,28.0,23.0,Padrão,29.9,87,128,2.0,3.0,Débito,Mobile,0,Vai continuar,0.2
CLI02502,57.0,52.0,Premium,39.9,24,108,3.0,2.4,Débito,tv,0,Vai cancelar,0.6
CLI02503,64.0,13.0,Padrão,29.9,22,15,6.0,1.6,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI02504,74.0,12.0,Padrão,29.9,86,151,2.0,2.2,Débito,Tablet,0,Vai cancelar,0.6
CLI02505,63.0,27.0,basico,19.9,62,170,0.0,0.8,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI02506,40.0,1.0,basico,19.9,43,35,6.0,5.0,PIX,tv,0,Vai continuar,0.5
CLI02507,77.0,54.0,Padrão,29.9,38,56,2.0,0.1,PIX,TV,1,Vai cancelar,0.6
CLI02508,32.0,47.0,Básico,19.9,25,156,9.0,3.4,,Desktop,0,Vai continuar,0.2
CLI02509,55.0,17.0,Básico,19.9,83,70,1.0,0.6,,Desktop,0,Vai cancelar,0.6
CLI02510,63.0,7.0,basico,19.9,61,12,8.0,3.5,PIX,Mobile,1,Vai continuar,0.2
CLI02511,42.0,1.0,Básico,19.9,40,144,8.0,2.3,Boleto,Desktop,1,Vai cancelar,0.9
CLI02512,74.0,51.0,PREMIUM,39.9,16,25,4.0,1.5,,Desktop,1,Vai cancelar,0.6
CLI02513,58.0,42.0,Básico,19.9,6,128,4.0,1.8,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI02514,63.0,22.0,PREMIUM,39.9,29,38,4.0,1.1,,Mobile,0,Vai cancelar,0.6
CLI02515,31.0,2.0,Premium,39.9,48,56,5.0,4.2,Débito,tv,1,Vai continuar,0.5
CLI02516,23.0,51.0,Padrão,29.9,15,182,2.0,3.9,Boleto,Mobile,0,Vai continuar,0.2
CLI02517,54.0,28.0,PREMIUM,39.9,26,83,3.0,0.6,PIX,Desktop,1,Vai cancelar,0.6
CLI02518,47.0,21.0,PREMIUM,39.9,99,138,2.0,2.5,PIX,mobile,0,Vai cancelar,0.6
CLI02519,59.0,9.0,Padrão,29.9,65,136,0.0,1.6,Débito,tv,0,Vai cancelar,0.6
CLI02520,50.0,14.0,Básico,19.9,78,122,4.0,3.5,,tv,0,Vai continuar,0.2
CLI02521,45.0,14.0,Padrão,29.9,74,113,0.0,3.5,,Tablet,0,Vai continuar,0.2
CLI02522,73.0,59.0,Premium,39.9,59,135,,4.2,Credito,Tablet,0,Vai continuar,0.2
CLI02523,57.0,36.0,PREMIUM,39.9,89,16,2.0,2.7,Débito,Mobile,0,Vai cancelar,0.6
CLI02524,36.0,24.0,Premium,39.9,67,154,8.0,1.0,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI02525,57.0,24.0,basico,19.9,93,27,5.0,3.6,,Desktop,1,Vai continuar,0.2
CLI02526,59.0,51.0,Básico,19.9,82,168,4.0,0.5,Débito,Desktop,1,Vai cancelar,0.6
CLI02527,44.0,47.0,Básico,19.9,91,170,0.0,0.8,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI02528,48.0,53.0,Básico,19.9,85,154,8.0,3.4,,Mobile,1,Vai continuar,0.2
CLI02529,19.0,13.0,basico,19.9,4,66,5.0,4.6,Débito,TV,0,Vai continuar,0.2
CLI02530,37.0,53.0,PREMIUM,39.9,51,35,9.0,2.1,Débito,tv,0,Vai cancelar,0.6
CLI02531,51.0,32.0,Básico,19.9,34,116,2.0,2.3,Credito,tv,0,Vai cancelar,0.6
CLI02532,55.0,42.0,PREMIUM,39.9,13,119,8.0,3.1,,Desktop,0,Vai continuar,0.2
CLI02533,30.0,34.0,basico,19.9,94,146,8.0,4.9,Cartão de Crédito,Tablet,1,Vai continuar,0.2
CLI02534,51.0,5.0,PREMIUM,39.9,76,116,2.0,4.8,Cartão de Crédito,Tablet,1,Vai continuar,0.5
CLI02535,22.0,20.0,basico,19.9,45,26,4.0,2.5,,TV,1,Vai cancelar,0.6
CLI02536,33.0,14.0,Premium,39.9,23,106,1.0,0.2,,Desktop,0,Vai cancelar,0.6
CLI02537,60.0,39.0,basico,19.9,61,18,4.0,2.6,PIX,mobile,1,Vai cancelar,0.6
CLI02538,21.0,48.0,PREMIUM,39.9,87,137,8.0,3.7,Débito,TV,0,Vai continuar,0.2
CLI02539,72.0,33.0,Premium,39.9,28,166,6.0,4.4,,TV,0,Vai continuar,0.2
CLI02540,38.0,24.0,Premium,39.9,25,30,4.0,1.7,PIX,TV,0,Vai cancelar,0.6
CLI02541,34.0,12.0,Básico,19.9,6,101,0.0,2.0,Cartão de Crédito,Mobile,1,Vai cancelar,0.6
CLI02542,27.0,35.0,Básico,19.9,6,17,5.0,0.5,,mobile,1,Vai cancelar,0.6
CLI02543,60.0,11.0,PREMIUM,39.9,69,13,0.0,0.3,PIX,TV,1,Vai cancelar,0.6
CLI02544,18.0,16.0,Premium,39.9,50,36,5.0,4.1,,tv,0,Vai continuar,0.2
CLI02545,61.0,14.0,PREMIUM,39.9,41,189,4.0,2.8,,mobile,0,Vai cancelar,0.6
CLI02546,68.0,43.0,Premium,39.9,65,55,7.0,0.4,,mobile,1,Vai cancelar,0.6
CLI02547,58.0,10.0,basico,19.9,15,188,8.0,2.7,Credito,TV,0,Vai cancelar,0.6
CLI02548,71.0,59.0,PREMIUM,39.9,64,71,9.0,3.4,Débito,tv,0,Vai continuar,0.2
CLI02549,28.0,9.0,Básico,19.9,44,59,6.0,3.1,,Mobile,0,Vai continuar,0.2
CLI02550,35.0,19.0,Básico,19.9,64,168,5.0,4.8,Boleto,mobile,1,Vai continuar,0.2
CLI02551,20.0,15.0,PREMIUM,39.9,60,74,7.0,1.0,PIX,Mobile,1,Vai cancelar,0.6
CLI02552,27.0,23.0,Básico,19.9,57,28,9.0,1.9,Boleto,mobile,1,Vai cancelar,0.6
CLI02553,53.0,14.0,Padrão,29.9,60,65,7.0,4.3,Cartão de Crédito,Tablet,0,Vai continuar,0.2
CLI02554,72.0,52.0,basico,19.9,86,93,9.0,1.8,PIX,tv,1,Vai cancelar,0.6
CLI02555,62.0,47.0,Premium,39.9,7,48,0.0,1.6,Débito,tv,1,Vai cancelar,0.6
CLI02556,23.0,7.0,Padrão,29.9,59,45,4.0,1.1,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI02557,57.0,19.0,Básico,19.9,31,85,1.0,2.5,Boleto,Mobile,0,Vai cancelar,0.6
CLI02558,74.0,16.0,basico,19.9,81,73,7.0,3.0,Credito,TV,1,Vai continuar,0.2
CLI02559,61.0,,PREMIUM,39.9,6,165,0.0,3.1,,Desktop,0,Vai continuar,0.2
CLI02560,64.0,14.0,PREMIUM,39.9,0,10,9.0,3.3,Débito,tv,1,Vai continuar,0.2
CLI02561,71.0,13.0,basico,19.9,5,136,8.0,3.1,Credito,mobile,1,Vai continuar,0.2
CLI02562,55.0,30.0,Premium,39.9,16,176,5.0,3.7,Credito,tv,0,Vai continuar,0.2
CLI02563,44.0,60.0,basico,19.9,42,78,1.0,4.8,Credito,Mobile,0,Vai continuar,0.2
CLI02564,22.0,44.0,Premium,39.9,59,91,4.0,3.6,Cartão de Crédito,TV,1,Vai continuar,0.2
CLI02565,61.0,3.0,Premium,39.9,44,102,2.0,3.7,Boleto,mobile,0,Vai continuar,0.5
CLI02566,67.0,59.0,Premium,39.9,90,101,9.0,1.7,,tv,0,Vai cancelar,0.6
CLI02567,52.0,59.0,PREMIUM,39.9,85,174,7.0,2.4,Boleto,Desktop,0,Vai cancelar,0.6
CLI02568,29.0,37.0,PREMIUM,39.9,79,173,8.0,3.8,Boleto,tv,0,Vai continuar,0.2
CLI02569,34.0,47.0,Padrão,29.9,32,39,1.0,4.1,Boleto,Mobile,0,Vai continuar,0.2
CLI02570,51.0,43.0,PREMIUM,39.9,6,14,9.0,4.4,Débito,mobile,1,Vai continuar,0.2
CLI02571,75.0,16.0,Básico,19.9,6,128,8.0,4.0,Boleto,mobile,0,Vai continuar,0.2
CLI02572,28.0,43.0,Premium,39.9,43,144,1.0,3.9,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI02573,71.0,7.0,basico,19.9,30,53,5.0,1.1,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI02574,66.0,59.0,basico,19.9,34,163,3.0,0.8,Boleto,Desktop,0,Vai cancelar,0.6
CLI02575,50.0,18.0,Básico,,39,96,2.0,4.3,,Mobile,0,Vai continuar,0.2
CLI02576,35.0,42.0,basico,19.9,75,27,4.0,0.7,Credito,mobile,0,Vai cancelar,0.6
CLI02577,40.0,30.0,PREMIUM,39.9,21,38,7.0,2.6,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI02578,43.0,25.0,Padrão,29.9,35,54,0.0,0.1,PIX,TV,1,Vai cancelar,0.6
CLI02579,46.0,19.0,Padrão,29.9,45,64,8.0,0.9,Boleto,Desktop,0,Vai cancelar,0.6
CLI02580,49.0,51.0,PREMIUM,39.9,74,163,9.0,1.0,,mobile,0,Vai cancelar,0.6
CLI02581,30.0,13.0,basico,19.9,99,143,9.0,1.7,,tv,0,Vai cancelar,0.6
CLI02582,73.0,35.0,Premium,39.9,96,102,3.0,1.0,Débito,TV,0,Vai cancelar,0.6
CLI02583,43.0,14.0,Padrão,29.9,52,80,2.0,3.4,Credito,Tablet,0,Vai continuar,0.2
CLI02584,75.0,25.0,Padrão,29.9,88,151,4.0,4.1,Credito,Mobile,0,Vai continuar,0.2
CLI02585,65.0,11.0,Padrão,29.9,12,109,1.0,2.5,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI02586,43.0,10.0,Premium,39.9,92,133,0.0,1.8,Credito,Tablet,0,Vai cancelar,0.6
CLI02587,58.0,37.0,Padrão,29.9,62,172,6.0,2.1,Débito,Mobile,1,Vai cancelar,0.6
CLI02588,20.0,20.0,Premium,39.9,34,132,2.0,1.5,Boleto,Desktop,0,Vai cancelar,0.6
CLI02589,59.0,41.0,Padrão,29.9,27,137,5.0,3.3,PIX,Tablet,0,Vai continuar,0.2
CLI02590,76.0,2.0,Premium,39.9,64,112,6.0,3.3,PIX,mobile,0,Vai continuar,0.5
CLI02591,68.0,36.0,Básico,19.9,53,107,0.0,1.6,Cartão de Crédito,Mobile,1,Vai cancelar,0.6
CLI02592,58.0,39.0,PREMIUM,39.9,6,60,0.0,1.1,Credito,Mobile,0,Vai cancelar,0.6
CLI02593,26.0,55.0,Padrão,29.9,95,68,2.0,0.4,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI02594,73.0,37.0,basico,19.9,49,73,1.0,2.0,Credito,mobile,0,Vai cancelar,0.6
CLI02595,29.0,7.0,PREMIUM,39.9,46,22,8.0,1.8,Boleto,mobile,1,Vai cancelar,0.6
CLI02596,20.0,50.0,PREMIUM,39.9,9,24,3.0,2.9,,Desktop,1,Vai cancelar,0.6
CLI02597,61.0,55.0,basico,19.9,74,159,3.0,0.2,Boleto,TV,0,Vai cancelar,0.6
CLI02598,36.0,45.0,Padrão,29.9,51,137,0.0,2.2,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI02599,46.0,59.0,Padrão,29.9,16,94,8.0,4.5,Boleto,Tablet,0,Vai continuar,0.2
CLI02600,64.0,48.0,Premium,39.9,81,88,0.0,0.9,Boleto,tv,0,Vai cancelar,0.6
CLI02601,74.0,12.0,PREMIUM,39.9,16,111,2.0,2.7,Credito,mobile,0,Vai cancelar,0.6
CLI02602,26.0,19.0,PREMIUM,39.9,99,138,2.0,2.9,Boleto,Desktop,0,Vai cancelar,0.6
CLI02603,19.0,57.0,Premium,39.9,60,11,5.0,4.7,,Desktop,1,Vai continuar,0.2
CLI02604,36.0,31.0,PREMIUM,39.9,28,40,2.0,4.9,Cartão de Crédito,Mobile,0,Vai continuar,0.2
CLI02605,,,PREMIUM,39.9,79,16,0.0,0.2,Boleto,Desktop,1,Vai cancelar,0.6
CLI02606,45.0,44.0,Básico,19.9,18,51,4.0,2.1,Débito,TV,0,Vai cancelar,0.6
CLI02607,29.0,40.0,Básico,19.9,60,169,5.0,1.7,Credito,tv,0,Vai cancelar,0.6
CLI02608,67.0,34.0,Premium,39.9,43,142,4.0,0.6,Débito,mobile,1,Vai cancelar,0.6
CLI02609,73.0,46.0,Premium,39.9,72,54,8.0,2.5,PIX,TV,1,Vai cancelar,0.6
CLI02610,30.0,3.0,PREMIUM,39.9,50,114,9.0,2.9,,Tablet,1,Vai cancelar,0.9
CLI02611,50.0,34.0,Padrão,29.9,53,149,1.0,2.8,Credito,mobile,0,Vai cancelar,0.6
CLI02612,32.0,19.0,Básico,19.9,78,165,2.0,1.1,Boleto,Desktop,0,Vai cancelar,0.6
CLI02613,40.0,58.0,PREMIUM,39.9,96,115,1.0,2.8,,Tablet,0,Vai cancelar,0.6
CLI02614,65.0,23.0,Premium,39.9,96,46,6.0,4.0,Boleto,Tablet,0,Vai continuar,0.2
CLI02615,27.0,33.0,Premium,39.9,28,123,8.0,4.7,Débito,TV,0,Vai continuar,0.2
CLI02616,28.0,39.0,basico,19.9,91,180,5.0,0.5,Débito,mobile,0,Vai cancelar,0.6
CLI02617,20.0,42.0,basico,19.9,3,39,1.0,1.3,,TV,1,Vai cancelar,0.6
CLI02618,31.0,5.0,basico,19.9,68,56,1.0,0.2,Cartão de Crédito,Mobile,1,Vai cancelar,0.9
CLI02619,42.0,55.0,Padrão,29.9,99,54,0.0,1.5,Débito,mobile,0,Vai cancelar,0.6
CLI02620,46.0,38.0,basico,19.9,37,73,1.0,5.0,Cartão de Crédito,Tablet,0,Vai continuar,0.2
